,animist,catholic,coptic,gelugpa,hindu,jewish,mahayana,orthodox,protestant,shiite,shinto,sikh,sunni,theravada
1853,950838.45605,13268838.3298,78876.57391,102704.3649,3400957.39016,109074.76472,8136139.94241,2231501.51688,12098990.5636,283419.32187,310442.69246,28140.36488,2253433.70781,162415.43092
1854,941815.25921,13406858.8154,79389.56309,106324.63506,3488200.59369,109002.97084,8334269.98921,2257937.67115,12308856.9564,292327.42926,290311.4301,29555.73608,2284737.71783,163452.47828
1855,932511.37049,13590317.1383,79920.27841,109807.91415,3592663.617,110375.08467,8574556.99566,2313409.19511,12527741.8407,304048.07424,270157.33124,31148.3999,2325097.85347,166249.38523
1856,926636.32703,13704703.9818,80285.44327,113407.80284,3676824.53352,111423.3805,8766618.68618,2360190.34447,12726462.7487,314866.61829,257066.31173,32321.03215,2362255.01053,170838.64286
1857,915391.46442,13956091.1463,80845.04425,119314.4141,3847200.19397,114364.05718,9112619.78622,2443702.91516,13063529.8213,333091.04154,236060.08949,33837.48666,2429839.23661,177153.16702
1858,909956.40835,13991761.1708,81029.81341,121387.90386,3908142.97907,114534.21824,9231051.38573,2463248.71635,13138392.4013,338364.52645,228820.3778,34331.17244,2451258.85724,179534.28249
1859,902286.5114,14206028.5457,80480.93245,127053.54357,4070701.53693,115438.16533,9547893.40261,2511894.28609,13382578.7898,351892.40725,212285.38888,35659.1017,2498431.9304,185416.17462
1860,894795.11694,14303371.4658,80442.02012,132619.99115,4211028.81187,117487.23078,9852502.11849,2579368.5601,13814648.3727,364150.50984,197748.01068,36172.878,2546681.22064,191195.4836
1861,890088.77247,14460215.4182,80719.37839,136725.0132,4334462.5581,120153.39876,10037607.6279,2652484.38747,14041852.5479,372924.15979,187669.71805,36760.13953,2602910.80752,195211.30329
1862,887843.38433,14556850.2979,80840.02771,139053.04265,4407317.00663,121746.72048,10154897.713,2695777.555,14170557.7712,379539.96291,182301.26739,37127.83273,2637994.24348,197427.20222
1863,883617.13097,14820033.0268,81055.1745,143565.86866,4547505.82919,125085.13956,10377350.9374,2785516.81365,14444791.7063,373928.10661,172052.74302,38017.70394,2707392.92377,201849.43182
1864,879775.64171,15082966.056,81231.67374,147489.37754,4676037.21418,128659.59981,10616244.5497,2878009.10171,14722567.798,377229.81961,162757.83576,38948.19159,2778608.88074,206161.02495
1865,875311.45838,15217283.2783,81433.93923,152378.33487,4823118.85737,130995.65854,10864601.0329,2947649.98347,14920084.4993,389284.7923,154191.13308,39858.42832,2850581.93569,209880.48075
1866,868919.60473,15250431.6933,81654.18239,156200.4822,4967905.18842,133006.93483,11062097.4295,3009030.76239,15055725.7615,398065.69995,146853.91652,40632.37229,2912507.46928,213853.92062
1867,864787.95464,15298187.5573,81392.67468,158222.48707,5096670.89246,133777.37758,11078514.8649,3042868.5058,15237010.8846,403132.78251,141315.16063,41161.55619,2967223.92459,215931.3684
1868,861790.85018,15299442.6134,81671.56923,160021.5879,5195256.91205,133440.14321,11090900.9838,3065962.94584,15384868.1563,406661.30001,136429.86538,41436.68514,3007293.83395,214968.52679
1869,858769.55657,15443452.441,81895.76005,161866.66211,5334027.10574,134646.84666,11118779.5401,3103355.15915,15674295.7418,410302.81703,131736.0796,41850.09777,3058797.44488,217075.78325
1870,856364.7041,15636046.5063,81886.39712,163622.9026,5496891.02757,138094.02801,11155591.0588,3175493.48647,15985707.325,414766.26118,126657.96351,42310.54905,3126014.02977,220434.01529
1871,854829.9093,15843815.9067,81495.80144,166912.83602,5660817.35201,141350.49856,11339525.2951,3263248.34647,16279348.2462,420038.39101,121105.87997,42898.52107,3199547.253,224473.28303
1872,851133.20976,16122382.5052,80927.62098,171947.92614,5843700.31057,143527.5793,11639690.9406,3346066.51792,16626465.3051,431796.33773,116256.44915,43685.51068,3285888.46088,227396.06457
1873,842588.71534,16373786.7217,80420.90378,177750.19159,6022209.47233,146566.17385,11955298.9401,3431745.18488,16986982.6255,444391.26972,112390.76428,44498.79525,3372676.54179,229867.63621
1874,830508.98152,16504722.5774,79347.82496,183339.91032,6171180.01128,148641.39169,12268415.4774,3510200.85537,17330457.4957,454683.76606,109439.21825,45062.27027,3437049.38409,231491.25795
1875,812794.40617,16826421.272,77898.24092,189349.01426,6437828.43533,152222.75735,12694233.0376,3631025.87868,17926873.0075,469253.63225,107277.76367,45946.92903,3561620.56365,237437.75231
1876,793900.06879,17196691.2599,76508.75397,197396.39559,6712658.5917,157046.17911,13137583.8313,3800318.52825,18261515.1791,490410.7027,105728.71403,47009.07642,3677889.82846,244528.83873
1877,788828.37381,17253740.9081,76162.94054,199454.71273,6801616.09314,158540.35015,13256750.0513,3850090.10664,18314854.4934,496298.51639,105392.80439,47329.886,3724686.64194,246918.35334
1878,773863.21992,17265026.0954,75337.49709,204072.62477,7055328.14009,161811.79806,13527590.6403,3975169.10468,18257125.7547,513451.01395,106003.03937,48143.33825,3831286.88199,252570.80684
1879,757182.64059,17292010.8719,74511.98556,209617.09487,7134770.94678,164946.66926,13859282.6807,4116468.22457,18003228.5279,531274.52632,107137.8593,48885.07258,3869705.84167,257626.13435
1880,750125.02163,17449611.7962,73726.16088,216126.88435,7468286.8709,170373.49456,14237808.7001,4300982.50319,17579145.8013,547582.38079,108928.00115,49868.43466,4021421.57167,264922.53302
1881,748263.42575,17640050.3438,73041.25946,220963.39906,7747870.67191,174059.93557,14543679.06,4441805.36968,17457070.8274,564852.15194,111317.62709,50683.54955,4142558.22427,270212.78563
1882,750179.32049,17902687.9126,71611.69208,226401.92936,8032413.42062,176715.88641,14892570.3298,4630646.18366,17709831.9373,587611.28221,113845.8526,51753.03632,4282881.60397,275938.69936
1883,753711.63766,18276973.7906,70158.3927,226581.3378,8343683.72294,182590.00851,15218095.4535,4850129.32902,18067733.2302,612445.08409,116843.4736,53271.61251,4411493.02332,281077.10036
1884,757627.23934,18780577.8856,68652.67673,234498.99265,8706357.76113,187882.91569,15677559.4955,4997993.74483,18560602.7189,640737.86897,120814.16165,54788.97828,4604179.09903,287984.33293
1885,757138.61488,19015365.1478,68031.72526,236637.5677,8950894.39258,189018.13513,15876705.6143,4995978.55284,18839798.3228,632785.49124,123291.06347,55529.71633,4709516.7373,292174.00159
1886,757725.88737,19571788.9573,66634.31827,239996.67539,9433963.61764,190854.23883,16056902.8568,5065105.51263,19420663.1626,660806.57921,128565.34071,56968.44453,4932140.108,299788.55508
1887,753225.33879,19643544.4907,66010.27612,241964.88564,9693140.83449,192185.18739,16196934.1798,5128264.98948,19780618.9343,675009.99754,130226.56153,57711.97188,5050274.52335,304546.05261
1888,758939.51092,20019398.8414,65334.6064,244503.1507,10031046.552,197737.38401,16470693.0124,5355583.54697,20237081.2709,698942.21833,134596.41968,58662.2034,5204973.60646,310843.17052
1889,763806.7643,20457670.5785,65060.71445,247050.97826,10410070.7496,204459.88952,16763095.5247,5601831.31899,20746906.9845,724733.80109,139605.54995,59702.90711,5376120.41129,317875.74634
1890,768215.02153,20952520.6953,65088.28026,249940.27867,10618760.3559,208979.30118,17087063.793,5861607.34563,21308762.1986,752126.80347,145889.83025,60871.32227,5535029.1582,324989.18371
1891,771147.42768,21484017.7976,65262.69199,253203.32066,11027432.4275,217220.02366,17421580.7799,6130219.6906,21904840.8023,772972.96762,152346.71239,62092.99629,5730635.79467,332875.20558
1892,780747.48046,22163693.7931,65553.57814,256479.54798,11496835.2881,226462.16884,17817469.0675,6466651.62184,22641189.471,807832.52423,161183.13439,63606.96941,5953488.97175,344366.15054
1893,790661.91624,22731065.0017,65554.9392,259259.08634,11874800.4119,233470.51557,18160101.6691,6732076.83653,23257585.0613,835765.08769,169208.19456,64939.23813,6124389.23245,348903.2146
1894,797643.47211,23273871.4991,65392.03894,261490.54991,12250154.8954,240217.87355,18469524.5538,6989338.79025,23842434.0702,864817.58864,177615.35484,66224.00982,6286547.7594,356278.47657
1895,809811.03453,23873449.0694,60152.42416,264585.49595,12647079.1346,246175.21704,18875375.9809,7249113.30745,24446556.6401,895227.89614,186784.74692,67569.17967,6463384.37463,363522.13765
1896,823645.47965,24604960.5068,59845.83916,268607.49791,13114796.775,255537.55083,19372253.1982,7552898.03497,25158828.5892,901461.62661,197032.72438,69204.30694,6689231.41982,358792.01226
1897,829021.46386,25004642.1024,59758.40648,271369.89102,13414559.8047,261334.90945,19656023.7397,7744586.78215,25558609.5567,923272.45726,204308.38079,70231.58616,6837747.81856,365908.5872
1898,839724.99551,25704952.2959,55598.33381,276354.02292,13919276.0247,269990.17413,20123637.0773,8086190.69014,26353338.8959,958794.51696,216337.66109,71963.1095,7088111.29853,377355.20731
1899,833737.41107,25916412.3444,55446.95199,279174.92706,14275533.7909,276590.66231,20353276.4351,8269661.63936,26869947.4999,980830.5926,224463.57283,73222.67993,7247619.9512,384731.41727
1900,829741.20636,26495987.4717,55164.40756,281556.15863,14702658.5179,282109.64716,20609945.3351,8510841.45488,27629681.8372,1001311.6808,234573.382,74643.84304,7443404.08355,390611.91859
1901,833424.80677,27081256.0829,55411.5893,286363.18187,15151748.1724,288991.43962,20886158.8111,8718971.8617,28306082.4015,1027925.18449,246511.71504,76206.27121,7667714.86446,396443.27418
1902,839493.47058,27878591.4584,51747.76883,293156.70434,15707241.7478,294243.07636,21299942.5041,8996125.58961,29305486.9736,1061248.70835,261005.04705,78320.90319,7952504.14943,406132.44256
1903,840386.77685,28443283.8031,51564.3902,297517.91134,16052744.8308,300165.8032,21478958.1336,9159903.69118,29912133.0422,1083508.29588,269644.21878,79591.12913,8141270.99613,413207.99447
1904,845044.90312,29410476.8119,52182.04258,303060.14674,16657158.0747,311939.45744,21848519.4435,9550191.86583,31069206.4694,1120015.22005,282966.58511,81879.45368,8463989.54741,423518.21219
1905,850018.77025,30136441.5813,52628.66115,309161.5741,17122571.8883,320473.54333,22123439.9539,9865916.67179,32012818.2038,1149264.12463,294709.39669,83557.46743,8722443.94626,429438.04033
1906,844465.58846,30915321.0405,52673.87126,317320.12087,17615166.6312,322259.13302,22666623.9676,10150456.8198,33036654.5685,1177892.57412,307195.40386,85526.08757,9005490.50881,443528.80997
1907,835124.62708,31659751.8591,53313.13814,324437.90145,18119176.1399,320138.60852,23285526.5945,10412619.0745,34014198.9789,1207544.79215,318199.38793,87566.82787,9277750.90744,457427.06386
1908,831160.74276,32779986.9147,54352.13043,332480.31911,18866411.8964,327529.50078,24192664.616,10834760.6133,35443391.4482,1251287.95552,336379.69761,90515.78353,9708968.69192,480164.12798
1909,829032.19384,32987795.5385,54670.14862,334514.95146,19028747.4586,328340.97958,24386125.0761,10930971.0028,35739990.0817,1262247.35627,341177.00499,91154.13477,9801679.69533,485279.15848
1910,841012.84901,34240887.5064,55962.24725,343737.40443,19826024.1335,337131.9006,25367874.5784,11353756.9981,37349501.8055,1309952.54907,359465.96483,94448.36215,10273291.2898,513452.28348
1911,844701.88077,35216652.7234,57094.41987,348300.76872,20501925.4487,348317.67938,26209774.4486,11765274.7363,38726153.0409,1346617.16806,375346.32211,97204.0771,10643246.7855,532107.5273
1912,855923.5047,36053914.3702,58146.8474,356058.43083,21079412.6127,358244.8058,26935354.6345,12131869.3793,39936467.9519,1340669.941,390880.42113,99495.5215,10996152.6269,551506.51225
1913,862249.32036,36539185.3956,58757.29563,361858.48627,21409578.988,361785.14096,27354028.2352,12345376.1065,40622756.8919,1355704.25101,399711.95089,100888.00474,11177100.9859,563911.23763
1914,873327.69782,37499154.493,59909.81101,364296.17399,21981580.5281,373122.81604,28088769.2913,12758247.9205,41967844.8651,1386742.60043,416773.57417,103629.23845,11564284.3079,588332.81272
1915,888886.32342,38754229.6443,61467.50829,366788.59678,22800479.7761,389105.51946,28922856.9811,13249541.2157,43760133.3414,1418927.10741,436627.83082,106661.83319,12016010.6079,620664.81729
1916,901387.86893,39562386.4356,62629.37748,366784.92342,23326648.4654,392135.55213,29506346.6267,13491963.4658,44928720.4382,1446663.93945,446767.32328,107951.28997,12314834.611,641557.80261
1917,917983.40812,40365188.9132,61001.82944,368757.82709,23937712.7882,394954.8913,30208696.6661,13525534.1069,46196313.1502,1477518.76514,460757.76269,109307.31975,12665294.976,664979.34853
1918,936088.95201,41227241.1029,62865.04583,378174.76508,24481172.8583,400591.23305,30960337.8833,13557231.1651,47518339.9704,1513537.28817,479626.85412,110720.91574,13042340.8137,686826.23363
1919,954739.18754,42649989.3234,65978.87969,397023.12775,24951409.17,419126.59702,32199105.1349,14026055.6129,49563831.8679,1569827.15974,508722.74654,112862.24744,13579907.6584,717585.90158
1920,967511.12829,43209115.4871,67205.72774,400777.91725,25332630.1375,422456.40062,32668129.5027,14074317.3461,50442159.0784,1582205.68111,519174.63106,113533.82798,13825187.5442,732390.17406
1921,989427.13739,44537410.9607,70176.33097,420750.14993,26221957.6924,423868.21474,34014614.25,14303064.3722,52323146.3115,1633137.73026,548062.96061,115218.88706,14444480.8247,767912.45457
1922,998784.97869,45315432.3408,72445.31128,433171.56808,25580598.0901,432638.58878,34722541.6318,14636958.1515,53400420.4346,1552731.88996,563154.66298,104477.17764,14453569.3805,787365.7603
1923,1003197.90174,45929911.8977,74487.62164,442378.80898,25960937.9735,426752.26991,35114952.0928,14811823.5199,54202110.3401,1572714.8324,576292.11426,105506.42726,14700878.0356,800110.38329
1924,977622.45322,46969352.743,77636.64683,461398.65248,26087156.9313,433611.53237,35881905.4501,15111136.0358,55319258.1096,1612820.62769,599344.469,107215.6726,14862502.8466,828367.84767
1925,977432.33559,47824803.2499,80281.61308,474722.03481,27042453.0205,444882.28451,36583939.596,15435680.4742,56638609.6801,1644674.69466,615128.03602,108804.20917,15556950.8593,852003.04342
1926,970643.50331,49372673.8805,85149.37986,504082.46053,27298892.4502,461645.41288,38124277.4543,16078225.9424,58206471.9393,1710479.74963,642348.66514,111013.59917,16162300.8313,893495.35672
1927,977598.55956,50051602.983,86756.17508,515181.52753,27590862.8388,469056.24142,38786251.8443,16339824.4334,59042491.4378,1735525.56693,655162.23133,111961.59446,16402615.9756,908449.39072
1928,1002731.1732,51953890.1432,92036.55045,548040.15942,28538562.8134,492156.51299,40747628.5207,17152283.6236,61678684.3672,1820012.88973,692742.61345,114332.60551,17335537.0808,965907.15179
1929,1013650.89308,52361113.509,94047.77457,560878.54879,28809846.4882,494106.27392,41440478.0737,17298689.8821,62533429.5836,1839124.2155,706339.2392,115314.71073,17605374.5723,984922.05973
1930,1028425.0417,52918481.0793,96543.61418,576485.38554,28121891.5363,495833.78192,42316030.6362,17523631.3553,63588312.6378,1761691.17046,720954.01769,104475.23849,17611653.5523,1010552.07152
1931,1051098.89229,54885012.9709,103053.24804,615764.63886,28731934.474,479750.50739,44792262.0629,18039687.2201,66274338.664,1830868.98738,771409.99741,105450.02178,18482667.0365,1073442.86981
1932,1063930.48283,55808657.5344,106350.93706,631259.19616,28987443.0032,485433.61214,45789830.501,18309308.5382,67441693.7004,1868218.7499,790040.62279,107333.86908,18955847.6663,1101577.22976
1933,1073685.71802,56591425.5,105772.39367,644249.00493,29273419.068,489599.10254,46693997.6825,18566071.499,68472488.7666,1903907.34966,807652.91793,111292.56812,19269013.4673,1126123.42295
1934,1093122.15451,58571360.788,112172.9648,675889.21,29765640.2857,499322.81896,48771169.3057,19076794.5802,70763850.165,1943022.25791,852006.39764,119038.73966,19990691.9581,1171723.94493
1935,1118835.9475,59627850.3342,116556.01256,696422.9095,30063537.5654,505810.77317,49999595.7599,19365596.6996,72263841.9086,1985516.91206,880279.12331,121511.75907,20406710.4931,1204764.37966
1936,1136279.82146,60600339.3436,120044.73398,711124.47561,30356453.8644,510225.1916,51009467.3967,19596846.1299,73510613.4669,2019766.40597,900377.30584,124479.46197,20798226.8735,1227266.9656
