,literacy,money,size,pop_number,literacy_average,money_average
1836,35504282.278,154094561.911,254781551.0,23433,0.139351857066,0.604810518289
1837,36082920.7621,343461152.943,256068422.0,25772,0.140911247394,1.34128663839
1838,36309836.7442,408439125.796,256589279.0,26097,0.141509563009,1.59180121394
1839,36706773.2327,537236483.497,257427124.0,25944,0.142590930833,2.08694590978
1840,37083730.8956,614032461.243,258170154.0,25724,0.143640658384,2.37840219611
1841,37493056.1758,672651156.025,258933512.0,25578,0.144798005813,2.59777558659
1842,37796460.1937,724526973.421,258707778.0,25680,0.146097115773,2.80056123176
1843,38112741.1709,751804155.671,258664309.0,25538,0.147344414536,2.90648585643
1844,38532567.715,760492955.778,259419483.0,25414,0.148533823556,2.93151827682
1845,38812863.0128,759724626.845,258710215.0,25342,0.150024470479,2.93658534838
1846,39281000.44,759243517.733,259256038.0,25268,0.151514312812,2.92854709804
1847,39802816.9591,794593740.86,259966715.0,25193,0.153107358221,3.05652106601
1848,40324935.7556,805990519.031,260669072.0,25136,0.154697814536,3.09200670738
1849,40873761.8335,787267970.199,261452345.0,25102,0.156333506336,3.01113371234
1850,41456331.0153,689051508.783,262187230.0,25050,0.158117277547,2.62808950986
1851,42046280.1239,562146979.249,262976581.0,25007,0.159886024695,2.13763133246
1852,42738541.0515,427685946.744,263874226.0,24975,0.161965576174,1.62079469915
1853,43415773.4204,354582920.292,264604695.0,24946,0.164077864984,1.34004772777
1854,44093041.2457,313437746.111,265198081.0,24816,0.166264556212,1.18190050595
1855,44928004.4785,372479849.494,265853380.0,24657,0.168995423261,1.40107246142
1856,45603900.8639,392571776.488,266632989.0,24635,0.171036228619,1.47233010424
1857,46863039.8643,254773839.194,268241334.0,24477,0.174704767403,0.949793364783
1858,47191814.2136,169781314.758,268665080.0,24650,0.175652951301,0.631944109588
1859,48228040.7167,145064828.873,270111182.0,24932,0.178548849254,0.537055992273
1860,49322211.7907,268475043.764,271560002.0,24830,0.18162546556,0.988639865174
1861,50149785.2305,345357652.346,272461333.0,24671,0.184062026998,1.26754739303
1862,50649274.0276,362164415.91,273255390.0,24655,0.185355077635,1.32536970601
1863,51701762.5362,378952030.834,274611563.0,24642,0.188272343565,1.379956571
1864,52776686.7651,416944715.376,276098654.0,24588,0.191151553984,1.51012947486
1865,53656653.8125,92414102.6343,277275297.0,24717,0.193514007173,0.333293674677
1866,54296885.418,54727245.2432,277747975.0,25294,0.195489761601,0.197039223214
1867,54760197.9913,36587145.0933,278131592.0,25888,0.196885933013,0.131546167877
1868,55080145.9731,39515604.33,277982947.0,26180,0.198142175869,0.142151181418
1869,55770851.0358,39989436.7957,278813458.0,26562,0.200029264856,0.14342721145
1870,56619880.2548,48829134.901,279971666.0,26679,0.202234322722,0.174407416288
1871,57639407.5198,470832794.319,281061610.0,26469,0.205077482904,1.67519425481
1872,58930864.7385,304412967.239,282472698.0,26257,0.208624993338,1.07767217644
1873,60221173.9363,166440056.339,283894352.0,26326,0.212125297711,0.586274630567
1874,61304540.4223,159075724.054,284705614.0,26354,0.215326068078,0.55873757394
1875,63170182.6907,231594249.688,286529714.0,26145,0.220466428451,0.808273063392
1876,64899185.9481,203713991.85,288513090.0,26823,0.224943644491,0.706082319697
1877,65320664.2318,202763810.354,288958200.0,27272,0.226055755579,0.701706372596
1878,66046779.9555,197397422.67,289846733.0,26932,0.227867946869,0.681040702536
1879,66426649.0763,249814058.148,289368703.0,27152,0.229557130359,0.863307108051
1880,67238910.1544,248329067.445,290432907.0,27764,0.231512712691,0.855030753952
1881,68186428.6312,248186960.123,291540702.0,27330,0.233883050166,0.851294376464
1882,69705089.0867,205946186.393,293194255.0,27127,0.237743707109,0.702422311764
1883,71464787.1968,175361081.438,294396536.0,27023,0.242750095391,0.595662856027
1884,73680257.8712,159684419.681,296545673.0,27018,0.248461753381,0.538481705248
1885,74742865.0831,110333716.037,297517917.0,27154,0.251221391427,0.370847299383
1886,76881904.2543,107483341.989,298953569.0,27585,0.257170049889,0.359531891019
1887,77913658.2237,187673371.533,300057529.0,27639,0.259662400352,0.625457965207
1888,79788335.4941,345392768.362,302150589.0,27590,0.264068111726,1.14311466181
1889,81877991.9185,355173901.901,304441126.0,28088,0.268945240724,1.16664232119
1890,83939843.5679,300913244.883,306185189.0,28021,0.274147302298,0.982781844759
1891,86325848.6386,193064706.097,308478751.0,28706,0.279843744046,0.625860632121
1892,89245559.7673,173817591.276,311472357.0,29032,0.286528026522,0.558051420517
1893,91647780.4054,306478232.219,313849051.0,29185,0.292012290983,0.976514764796
1894,93941550.9326,291366377.827,315955638.0,29401,0.297325129335,0.922174959976
1895,96448786.6391,345493673.794,318356424.0,28526,0.302958506153,1.08524172201
1896,99427095.5617,320433132.627,321041626.0,29101,0.309701569857,0.998104627799
1897,101201375.486,191785325.548,322623288.0,28448,0.313682797401,0.594455926404
1898,104341624.304,145273161.807,325330177.0,29406,0.320725317479,0.446540690283
1899,106040649.876,217197379.985,326483085.0,29591,0.324796765125,0.665263806807
1900,108542230.945,214939469.075,328332568.0,29198,0.330586245543,0.65463950282
1901,111023209.657,173866006.173,329652356.0,29717,0.336788764393,0.527422307192
1902,114425240.544,180717629.219,331905165.0,29777,0.3447528168,0.544485739531
1903,116523881.017,192799742.522,333197460.0,30256,0.34971419355,0.578635090802
1904,120420148.234,178829468.494,335803256.0,31738,0.35860327761,0.532542389922
1905,123472883.823,368601753.087,337554817.0,30905,0.365786170438,1.09197598293
1906,126940575.126,403249364.695,339972171.0,29726,0.3733851943,1.18612462752
1907,130372775.901,205753186.795,342204252.0,31455,0.380979415479,0.601258416845
1908,135530054.438,177229227.341,345385249.0,31840,0.392402555786,0.513134906178
1909,136601724.781,220066288.99,346010161.0,30695,0.394791078927,0.636011059197
1910,142266499.873,412495097.416,349757044.0,32172,0.406758069103,1.1793760969
1911,147012717.027,262164717.231,352746257.0,31585,0.416766199809,0.743210486372
1912,151144097.56,441197629.715,355513718.0,32142,0.425142800144,1.24101436141
1913,153512892.291,447186422.232,357096951.0,30533,0.429891355445,1.25228294719
1914,158026016.131,503298828.71,359779537.0,30549,0.439230139236,1.39890898995
1915,163792381.103,537859737.767,362075715.0,31193,0.4523705245,1.48548967933
1916,167496778.12,481734546.197,363733520.0,31218,0.460493105282,1.32441614454
1917,171354001.753,288689059.371,365385921.0,32011,0.468967171159,0.790093549804
1918,175355095.081,401273866.375,367344536.0,31231,0.47735865896,1.09236378127
1919,181716164.615,459350042.415,370819837.0,31184,0.490038952838,1.23874182711
1920,184356794.584,475836702.733,372231208.0,31461,0.495274954442,1.27833640089
1921,190813228.277,498086686.216,375814354.0,32334,0.507732677707,1.3253530125
1922,193054289.967,409348159.045,375924638.0,32114,0.51354519085,1.08891016354
1923,195722054.219,244457150.88,376706764.0,30877,0.519560764295,0.648932204679
1924,199329330.018,279601804.167,378119373.0,31174,0.52715979199,0.739453791931
1925,204280365.131,303651525.891,381606300.0,31181,0.53531706665,0.79571937332
1926,210621700.625,595324282.488,384741117.0,32781,0.54743746202,1.54733730341
1927,213673340.8,589186895.108,386858988.0,31207,0.552328748789,1.5230016967
1928,223134546.205,471293338.541,392840341.0,31326,0.568003137451,1.19970708034
1929,225857315.824,394355407.007,394553458.0,30667,0.572437805942,0.999498037621
1930,227874961.119,594869725.105,394834779.0,31130,0.577140042465,1.50662949858
1931,237236741.591,561803963.535,401190467.0,31912,0.591331951044,1.40034225573
1932,241446925.643,617173807.21,403898403.0,31058,0.597791236236,1.52804220721
1933,245128698.461,621156447.078,406400392.0,31845,0.603170428195,1.52843466519
1934,253405805.571,588921975.709,411719464.0,32494,0.615481724155,1.430396246
