,aristocrats,artisans,bureaucrats,capitalists,clergymen,clerks,craftsmen,farmers,labourers,officers,slaves,soldiers
1896,5321606.0,17289286.0,3602067.0,58569.0,6548977.0,440235.0,22401797.0,186580000.0,67374881.0,672804.0,549639.0,10201765.0
1897,5354367.0,17410802.0,3657876.0,60086.0,6616313.0,454658.0,23302494.0,186566125.0,67858777.0,677437.0,549639.0,10114714.0
1898,5408429.0,17582210.0,3750568.0,62804.0,6730944.0,482307.0,24836303.0,186386641.0,68665018.0,685624.0,542632.0,10196697.0
1899,5440043.0,17588210.0,3823068.0,64432.0,6803331.0,513966.0,25797239.0,186114867.0,68872646.0,690650.0,542632.0,10232001.0
1900,5480939.0,17624427.0,3907519.0,66435.0,6888928.0,544031.0,26984084.0,186167484.0,69124283.0,697434.0,542632.0,10304372.0
1901,5521287.0,17629434.0,3998897.0,68586.0,6987343.0,580576.0,28057175.0,186039124.0,69282549.0,705337.0,542632.0,10239416.0
1902,5568219.0,17649262.0,4115393.0,70999.0,7111137.0,623619.0,29429670.0,185947508.0,69659179.0,714550.0,542632.0,10472997.0
1903,5598798.0,17641826.0,4190810.0,72684.0,7183088.0,652059.0,30295906.0,185755429.0,70054250.0,720388.0,542436.0,10489786.0
1904,5652460.0,17676861.0,4309270.0,75301.0,7312831.0,703473.0,31787388.0,185717235.0,70566455.0,730905.0,542436.0,10728641.0
1905,5692349.0,17714286.0,4404009.0,76691.0,7411660.0,745125.0,32845379.0,185556651.0,70823924.0,738747.0,542436.0,11003560.0
1906,5724662.0,17839740.0,4495218.0,77391.0,7519609.0,783090.0,33899848.0,185829272.0,71274740.0,747220.0,542436.0,11238945.0
1907,5764162.0,17888080.0,4604642.0,79573.0,7638361.0,851982.0,34871646.0,186079162.0,71725106.0,754764.0,542436.0,11404338.0
1908,5831119.0,17787840.0,4793399.0,82125.0,7847028.0,950845.0,36400058.0,186280255.0,72336465.0,767122.0,540041.0,11768952.0
1909,5845219.0,17777779.0,4831133.0,82772.0,7886009.0,973471.0,36738652.0,186314815.0,72428627.0,769758.0,540041.0,11821885.0
1910,5911415.0,17924005.0,4988537.0,86453.0,8047781.0,1038667.0,38477776.0,186750687.0,73036051.0,781413.0,538844.0,12175415.0
1911,5970559.0,17985472.0,5140372.0,89615.0,8193350.0,1099605.0,39979544.0,186795159.0,73694868.0,790576.0,531863.0,12475274.0
1912,6028097.0,18105645.0,5268227.0,92561.0,8311800.0,1153508.0,41302495.0,186935849.0,74294631.0,798870.0,531863.0,12690172.0
1913,6058121.0,18183595.0,5336984.0,94278.0,8372932.0,1183818.0,42053074.0,187064090.0,74599121.0,803126.0,530068.0,12817744.0
1914,6117390.0,18320630.0,5464955.0,97735.0,8467865.0,1237056.0,43524307.0,187026858.0,75129459.0,811793.0,530068.0,13051421.0
1915,6140143.0,18440856.0,5597831.0,102843.0,8564977.0,1311091.0,45393804.0,186064963.0,75731475.0,821785.0,529457.0,13376490.0
1916,6163574.0,18511859.0,5679934.0,106576.0,8642996.0,1368252.0,46618101.0,185652858.0,76103482.0,828389.0,529457.0,13528042.0
1917,6210096.0,18511068.0,5801785.0,110062.0,8740129.0,1437015.0,47896288.0,185464535.0,76276184.0,836824.0,524502.0,13577433.0
1918,6264747.0,18441795.0,5944012.0,113602.0,8846761.0,1519261.0,49460943.0,185316411.0,76248814.0,845290.0,524502.0,13818398.0
1919,6316765.0,18565324.0,6150328.0,118895.0,8973345.0,1608899.0,52175416.0,185027526.0,76056259.0,857023.0,522592.0,14447465.0
1920,6343626.0,18587251.0,6226345.0,121348.0,9036745.0,1656114.0,53082906.0,185146126.0,76004131.0,863410.0,522592.0,14640614.0
1921,6405545.0,18576660.0,6405996.0,126826.0,9169093.0,1762937.0,55373951.0,185460966.0,75966123.0,877116.0,522592.0,15166549.0
1922,6419900.0,18552813.0,6508564.0,129970.0,9180394.0,1821465.0,56645512.0,184278843.0,75670662.0,880336.0,510408.0,15325771.0
1923,6452093.0,18503653.0,6609280.0,133133.0,9231576.0,1895182.0,57841305.0,183619806.0,75624485.0,885718.0,510408.0,15400125.0
1924,6505390.0,18407406.0,6784984.0,138027.0,9310887.0,2033171.0,59804081.0,182546738.0,75618354.0,893436.0,510408.0,15566491.0
1925,6571117.0,18491177.0,6925430.0,142522.0,9428117.0,2124980.0,61420409.0,183376671.0,75646964.0,905263.0,510408.0,16063242.0
1926,6648827.0,18469271.0,7133902.0,150339.0,9549262.0,2281144.0,63904021.0,182955018.0,75701969.0,917689.0,509003.0,16520672.0
1927,6688146.0,18546962.0,7215049.0,153660.0,9600462.0,2332532.0,64900963.0,183279234.0,75965453.0,923275.0,509003.0,16744249.0
1928,6798205.0,18802865.0,7508845.0,164957.0,9787913.0,2504154.0,67908291.0,183714156.0,76955357.0,943262.0,509003.0,17243333.0
1929,6832714.0,18808815.0,7591987.0,168549.0,9850939.0,2571542.0,68852707.0,183878979.0,77220540.0,949653.0,509003.0,17318030.0
1930,6849976.0,18752403.0,7697204.0,172625.0,9872286.0,2639176.0,69915719.0,183105708.0,77177734.0,952996.0,305729.0,17393223.0
1931,6974482.0,18924169.0,7993161.0,185598.0,10043545.0,2815959.0,72947234.0,183898753.0,78083209.0,973246.0,305729.0,18045382.0
1932,7029117.0,19028094.0,8125768.0,190394.0,10118328.0,2897124.0,74242249.0,184155669.0,78530779.0,981069.0,305717.0,18294095.0
1933,7083926.0,19134651.0,8232431.0,195568.0,10199622.0,2960595.0,75404704.0,184445061.0,78916571.0,988975.0,305717.0,18532571.0
1934,7203702.0,19330416.0,8489615.0,207735.0,10355405.0,3130684.0,78004698.0,184908486.0,79775807.0,1010878.0,305717.0,18996321.0
1935,7282484.0,19257587.0,8664874.0,213861.0,10465331.0,3284701.0,79880808.0,184940632.0,80378257.0,1023040.0,305717.0,19313863.0
1936,7347500.0,19301754.0,8797824.0,219532.0,10556290.0,3376180.0,81269733.0,185282560.0,80873536.0,1040362.0,305717.0,19603574.0
