,animist,catholic,coptic,gelugpa,hindu,jewish,mahayana,orthodox,protestant,shiite,shinto,sikh,sunni,theravada
1925,2366,8244,143,230,742,240,3257,3808,6530,412,30,53,4733,393
1926,2358,8705,144,234,825,258,3477,3993,6948,412,33,64,4925,405
1927,2331,8250,146,232,773,239,3149,3791,6652,410,32,58,4762,382
1928,2291,8314,142,231,792,239,3129,3750,6710,407,30,65,4831,395
1929,2260,8138,139,230,765,231,3045,3665,6537,406,30,65,4771,385
1930,2258,8269,142,229,783,234,3096,3700,6712,408,28,67,4815,389
1931,2198,8572,139,233,803,253,3214,3887,6782,408,30,66,4932,395
1932,2189,8238,140,229,799,230,3077,3726,6639,406,27,65,4901,392
1933,2171,8477,141,235,810,241,3211,3864,6784,408,27,70,5004,402
1934,2137,8635,149,231,830,249,3299,4057,6919,413,26,61,5082,406
1935,2117,8899,147,231,813,257,3527,4107,7105,422,27,67,5207,424
1936,2090,8035,140,225,770,218,3131,3669,6529,412,23,57,4872,391
