,aristocrats,artisans,bureaucrats,capitalists,clergymen,clerks,craftsmen,farmers,labourers,officers,slaves,soldiers
1900,1609385.18108,6402870.46834,1923277.77517,44177.21615,2460112.42777,441900.15285,15678619.868,53701078.8554,22229121.3703,242329.26927,56797.75648,3752560.60379
1901,1655429.42072,6523811.05903,2000010.45431,45777.42732,2543894.93909,473994.66847,16389640.4322,54610800.8542,22650009.258,249831.37756,58129.90008,3821879.86563
1902,1714756.24755,6689133.26652,2098784.6378,47683.17842,2651388.6667,512642.10369,17329458.1223,55804356.7243,23247886.3433,259316.95602,59880.96606,4009953.33161
1903,1751837.05078,6791648.13826,2162840.61432,49038.9674,2718189.816,537883.21658,17927353.2789,56461697.6084,23695928.828,265252.50636,60966.70035,4101244.29148
1904,1816994.11444,6980881.85408,2270068.58648,51379.64426,2837423.65452,584087.35916,18987131.2198,57800423.7849,24413366.261,275042.66173,62833.47673,4340515.61649
1905,1866870.65805,7122008.33781,2354072.44374,52803.92081,2927709.71245,622221.17715,19803237.3279,58864773.8427,24976797.0454,283142.9059,64252.63847,4534993.81282
1906,1919002.81205,7321975.61359,2439163.87399,54427.27746,3026808.62752,658396.71181,20631966.1448,60183238.0049,25625489.7126,292658.84949,65675.72973,4721771.76757
1907,1975706.28333,7488855.79756,2534573.31875,56529.91181,3132743.40226,714287.78724,21412721.3884,61523107.9513,26289047.3106,301854.33846,67099.05121,4876249.36049
1908,2067851.85167,7651888.71997,2695489.66382,59332.47776,3308797.44338,800698.92374,22593613.7517,63548383.2585,27273900.9395,315926.97571,68877.23049,5145293.20201
1909,2086988.08032,7689518.8134,2729025.13492,60036.02685,3344638.70144,821009.14459,22850551.5028,63970583.6934,27477087.6451,318950.73099,69298.04297,5184037.26417
1910,2182654.62199,7992357.29834,2876079.76477,63940.61246,3517729.92458,884734.84027,24159917.754,66128986.9763,28554275.5223,333769.69139,71111.34981,5500941.51636
1911,2267794.51256,8218231.62773,3012995.94903,67164.92516,3669960.46069,944284.54552,25305213.6189,67823202.6584,29514526.5784,345410.34386,71547.54782,5772384.25848
1912,2344190.53475,8451382.37184,3129335.94518,70115.45193,3800254.88418,997699.55691,26305046.0336,69277662.4488,30339363.2201,356049.12531,72855.72,6000142.26756
1913,2386393.86221,8589457.17097,3195276.53436,71887.09906,3871694.45623,1027895.90745,26867287.0898,70131664.4259,30803882.532,361895.78177,73482.17692,6132075.25383
1914,2468533.72491,8855119.69664,3324492.87965,75460.52118,4001979.75016,1081491.25548,27977190.254,71724605.3797,31688846.7789,373293.94097,74886.75641,6380115.19267
1915,2568139.578,9190070.68001,3481924.00774,80559.22463,4172111.1832,1155140.49339,29443968.9145,73728777.6732,32779731.053,388348.56544,76583.80731,6727025.92274
1916,2634689.27193,9400620.3135,3582790.3244,84221.78948,4285836.50636,1210555.78624,30406336.9367,75019675.5494,33453447.561,397839.55545,77714.69999,6943049.8255
1917,2712394.29811,9575516.00365,3709903.38522,87811.82473,4413726.6057,1276122.99091,31417463.0557,76467242.3755,34105437.1784,408849.30731,78067.17136,7101467.55605
1918,2794090.31578,9705352.53973,3849712.38292,91409.49611,4543452.75086,1353067.18107,32593693.7541,77944347.4893,34666853.7099,419042.93363,79382.26068,7314690.26702
1919,2895168.15315,10029262.8335,4056070.82538,96874.57132,4734514.32943,1441327.7045,34623776.4587,80099054.4047,35498833.303,435223.3435,81349.21381,7724709.47389
1920,2941135.10549,10158191.0113,4137195.37657,99333.7294,4819623.13131,1486426.43755,35346539.117,81111656.1719,35840262.165,442801.30875,82379.44477,7891251.58521
1921,3051614.06722,10423169.3795,4327590.4007,105047.33055,5012975.82433,1592217.88919,37139507.1595,83582248.5523,36716875.8024,459364.50287,84950.05877,8317667.30974
1922,3096673.70248,10532768.6442,4436567.00915,108390.65433,5075601.86185,1651412.83167,38169426.057,84007424.407,36977200.8222,465736.16788,84058.62582,8449029.18349
1923,3152306.42373,10602544.3608,4538695.46491,111660.35666,5158862.52133,1724642.37894,39095924.2992,84920006.2332,37334784.7109,473166.39852,85260.62762,8524200.4433
1924,3236242.2503,10670187.233,4715532.56612,116687.62376,5278594.03274,1861110.5418,40522922.9386,85891828.1576,37793627.3599,483573.62694,87135.48037,8671888.20716
1925,3332321.26101,10862844.1201,4864301.25736,121353.89025,5428099.69066,1952909.27061,41718811.6517,88102858.1044,38283327.3409,497228.71377,88661.38512,9027648.4452
1926,3464802.20492,11049306.788,5092206.20525,129441.58326,5625804.42471,2109632.46472,43715559.6768,90261537.1181,39142378.6245,513690.62486,90873.62954,9426467.2806
1927,3521748.43175,11186202.1855,5180807.79886,132836.06369,5709539.56942,2161938.11718,44574737.177,91328560.3708,39620739.9364,521057.70792,91735.12985,9643438.31149
1928,3699331.72325,11622742.1609,5493939.16352,144465.23571,5989829.85344,2335153.84396,47256231.2923,94494801.0285,41269235.9673,545852.90855,94626.4124,10188336.6156
1929,3748842.07074,11699866.9896,5580130.08287,148152.45451,6073915.84295,2401267.21204,48068204.3345,95438370.7204,41741024.9915,553537.43003,95494.25221,10308509.4431
1930,3788790.94925,11736672.4286,5696417.34529,152153.90926,6134901.97879,2469794.79115,49056617.542,95693534.9716,42065698.7617,558910.09283,71686.98221,10449781.366
1931,3966356.21002,12106018.859,6010498.67016,164975.6195,6382620.9487,2648296.46357,51796918.3167,98735149.5237,43661098.2239,583180.89852,74481.4798,11107146.3779
1932,4047605.33769,12299526.9587,6152027.64233,169839.07233,6496514.02812,2729689.52266,53001760.4244,100102393.696,44394474.2413,593440.95803,75677.68233,11383976.0789
1933,4119884.99473,12469729.7367,6266385.13918,174948.42864,6598167.75969,2793420.83278,54075438.3236,101290706.976,45021418.191,603008.37732,76663.57914,11638926.1229
1934,4282909.33371,12824658.3526,6541242.08166,186964.57796,6818441.06068,2963115.4432,56564135.8553,103867656.344,46466888.9811,627504.25236,79118.92757,12183170.3611
1935,4387473.06762,12865953.1319,6723805.94603,193246.39358,6962058.32324,3110279.09419,58236449.0423,105272331.956,47388841.6887,641952.41006,80534.62334,12493904.9005
1936,4473833.95847,12988439.7683,6864154.30645,198903.88178,7079001.99081,3202721.53845,59532259.0753,106599701.223,48143773.2081,658776.64164,81693.06152,12798252.7832
