,animist,catholic,coptic,gelugpa,hindu,jewish,mahayana,orthodox,protestant,shiite,shinto,sikh,sunni,theravada
1855,11314514.0264,30407248.5257,906700.4006,23889016.6751,8691055.31768,3917921.00714,172909940.986,7284285.6975,17785548.1957,4886006.37373,183862.26426,257850.90945,85511839.0239,4534060.09133
1856,10286926.5222,23305147.9151,1176109.62198,22778871.2767,8724489.01017,3200324.08095,175641664.237,8292198.85672,18825915.5578,11770158.2543,180223.97294,251391.23902,103091034.642,5047321.30189
1857,5395474.02245,30472387.7569,803417.87893,11882513.4591,9102410.25844,2870246.28083,75875870.1201,7908403.89962,22347333.4094,12238958.425,161679.70359,231623.03578,68787808.3506,6695712.593
1858,4134380.37516,18638542.024,1145327.73335,7885605.51262,6723773.57575,2315803.56523,29924071.8309,6749310.76669,17951716.7252,13447449.8869,156799.31771,190172.17358,54812123.5307,5706237.74036
1859,3539277.35801,17580215.6281,850844.1858,6862565.25318,6823102.44438,1663687.23904,24422000.7922,5273402.06038,18059536.5584,12764764.3048,151062.46616,123826.18987,44000864.337,2949680.0557
1860,3287157.43924,38029874.8813,392220.9569,12067657.9935,9390096.06719,1885355.6388,89614879.6743,6267141.55988,28357967.4185,13943303.5322,148312.17709,153277.75782,58133576.5579,6804222.10925
1861,4037488.62197,37310779.8885,840824.01272,14828845.7753,9707194.13082,2162414.16372,143048096.234,8453373.97979,29101982.9029,15111586.4519,142626.70958,233016.48019,72338222.6601,8041200.33536
1862,4281290.72877,33572157.971,903638.4595,16079261.2437,9685124.9204,2217210.97045,154527208.895,9001672.73851,30916288.5016,14440975.3779,142328.15553,236375.92165,77028048.5044,9132833.5213
1863,4848264.23786,38405026.1256,1130087.83641,16904731.7075,9669269.60007,2561870.03279,155383349.611,10358245.6946,37499470.7709,11382851.8502,145475.21351,260472.62331,81107264.1426,9295651.38701
1864,6437713.25571,48756730.7059,1907857.33709,16860121.9007,10084320.1868,3565372.30918,156114843.548,11248941.7643,46941339.9254,15957735.4136,151862.75898,291680.22203,88808695.4047,9817500.64315
1865,1487166.26745,17555714.8531,1018009.8226,1074505.04057,6372651.52596,1518909.57877,18991158.7311,6997356.29467,19801001.2371,867725.02074,122933.42651,155019.05734,15718255.6834,733696.09493
1866,666841.27582,13047699.1374,117996.25303,416157.76237,5262005.86254,285083.48717,12842754.4516,3105358.43876,13428074.9714,323660.10235,109491.33704,96319.92114,4430588.27963,595213.96304
1867,501796.56946,7518008.78146,40455.18764,228134.0329,3367867.17671,110337.88526,9155125.98616,2043929.92386,10263388.7728,256532.08892,100636.22566,53249.42599,2661760.57477,285922.46167
1868,704321.03763,10162398.643,54918.38043,198718.91592,3347636.44165,102112.13298,9914658.7931,2344177.56812,9443332.89661,251717.84783,98436.8158,59892.6903,2588818.71148,244463.45513
1869,1319440.13514,9515264.77051,61930.64705,175136.17869,3434156.50305,117318.61089,9457266.88124,2168617.53476,9234101.28409,234076.50744,85989.48952,59089.92892,3882264.33537,244783.989
1870,2998273.32853,10649974.0181,63158.26307,172674.33019,3304514.43725,123606.66989,9423815.68237,2151186.10054,13437219.979,246746.8853,76460.37284,59067.35259,5898116.79133,224320.68994
1871,12818515.7152,109403044.567,597466.63985,4427173.71202,10244615.7489,9451690.86673,174377515.936,33949088.3689,67725495.6396,2744702.22793,130645.36465,182430.93118,40043004.6585,4737403.94181
1872,12307605.5458,32023786.0127,188024.38133,3719212.83085,5786400.88324,2635572.83364,166759372.047,4381970.86028,46756799.4617,645907.45854,131010.74656,268040.62959,26795893.7266,2013369.8218
1873,7976572.46607,34525608.429,138717.38941,3128431.94574,7100124.33038,3132551.85606,40357499.1139,3750285.77208,48471291.3648,677466.38147,77211.18294,229953.88921,14173815.8993,2700526.31837
1874,5027243.53022,39580454.3865,147815.94654,2614433.24925,7262037.74847,3504818.68914,23215364.4029,3727607.69457,57420336.3581,605920.97558,97188.74226,255280.96006,12505927.7528,3111293.61725
1875,9216816.54293,47800426.5667,626880.77303,3243583.30605,12020750.3143,5228544.03071,46385207.1492,4532892.21257,71290704.9855,994070.80083,553727.61362,288100.20042,25827269.0366,3585276.15531
1876,8568813.57391,40164942.7139,1378594.60444,1063271.13496,13626918.1538,4720918.2928,30173152.7422,6043702.9508,63499637.9054,1224894.02706,853485.89864,293750.11046,25029137.6606,7072772.0812
1877,8845595.19393,41757320.4178,1324477.67563,942193.98935,13570483.0888,5449550.95528,30629552.9644,6122154.64827,57702085.5608,1329874.46517,1350569.29837,318625.4021,25227474.958,8193851.73603
1878,10018167.2318,38824593.235,1394907.92406,865525.34888,13292251.504,2326187.51745,34360647.4355,6226078.14865,49732033.5982,1419533.65199,1478979.35975,319210.44851,26821659.8998,10317647.3665
1879,11712350.8438,41575514.9713,2057680.05126,885661.79193,13273964.1591,2435375.51646,69961970.4739,7135660.70089,55616439.3376,1496706.26781,1895822.26404,334833.3838,35416030.0982,6016048.28736
1880,15373997.8805,46982880.1897,2686789.91493,949793.37608,13750573.4975,2396919.74649,52558348.2183,6735442.61403,55920778.6086,1644903.82255,1742181.23346,320126.16068,41107340.7918,6158991.39028
1881,15996493.8596,48114137.6285,2764079.72927,1034940.55183,13760949.6768,2330078.54791,41178054.6308,7517526.6318,70676508.032,1789940.20061,1844825.87617,348992.68432,33056026.345,7774405.72833
1882,7220729.42695,51518043.8954,1968919.63066,1093100.02891,7590228.52576,2324400.2988,33823704.5273,6956900.69377,51845519.2485,1248496.07263,1887686.24989,219501.82297,30215086.6678,8033869.30361
1883,5723199.70129,51284770.5181,1199384.05328,858120.08063,7199051.05716,1524618.79583,31941480.1575,5697337.41199,46933506.1683,990616.89868,1283248.40955,402991.22357,19891596.2591,431160.70324
1884,5434995.52831,51122807.7838,83985.67909,380096.48137,7390877.73777,623394.13508,31244640.4422,6545847.81016,43195502.0722,965040.92532,1892431.23195,382060.26307,9999065.2185,423674.37209
1885,3565569.6298,28570382.5759,99946.45675,260042.77854,6301960.54485,256990.32844,22583598.8824,6179054.84634,32671110.4129,862244.97211,361750.6142,162320.22293,8113777.77462,344965.99759
1886,3466175.81272,33951924.4043,94223.5948,217088.15439,6375194.27839,179518.94766,19166561.0616,5307704.48286,29671638.2401,877302.09185,306928.19621,161038.38917,7417778.31749,290266.0179
1887,8676365.41309,43325205.0474,600798.51573,326451.55346,13286376.4309,406238.83008,29425900.3857,10778912.7305,62684536.8484,1380039.28449,384966.33088,191304.69184,15373963.025,832312.44582
1888,13806612.1072,67675995.6759,1090238.8189,942811.52777,15112213.8567,2848903.09585,109532092.514,21200136.7997,78762544.0494,2005432.53392,1959223.16616,276109.65349,25446470.7562,4733983.80678
1889,13216216.5375,79758550.1771,2376549.99131,1292880.66511,15342260.0019,2078341.0369,87594544.0128,19996385.7974,87908997.957,2041096.37829,2106509.10795,280465.24302,34489107.47,6691997.52524
1890,14166791.8451,81626736.7876,1338273.7671,1240134.99848,16922466.51,2184205.85962,42339750.4149,15576868.1965,88844915.3012,1899975.29535,2212654.71289,292730.66466,26138373.4133,6129367.11663
1891,7975095.06785,59520919.1465,151033.0804,359567.0762,8323682.63051,1951743.27155,26931237.607,15274172.6379,53843540.8873,1510822.64439,450241.17575,208293.39585,16000534.8929,563822.58277
1892,6020886.19867,49767827.3185,162930.04284,301492.90991,9839996.3274,1830735.12532,25376482.358,13853584.1047,45108955.7722,1590387.72346,313283.29578,209055.6167,18884250.6613,557723.8209
1893,14115896.698,77337158.662,178234.24367,1027624.16461,24607803.3007,3820715.56522,38100831.6338,16204360.7029,98102978.3381,2688084.79895,2345409.66607,309993.61281,26543609.6872,1095531.14456
1894,18917885.4028,76301834.1711,165486.96921,478132.12863,22463666.2712,1370163.44631,35610942.8552,14475107.015,89566401.1614,3584042.72996,2172304.91911,304352.29568,25083433.0281,872625.43308
1895,17616524.3599,97113471.4346,167047.42751,3350571.42016,23251391.244,5252140.99755,39008310.5471,20594484.4335,105240400.187,4582844.24039,2179075.93086,305867.7282,25865321.1532,966222.6904
1896,11608460.7348,85787646.0912,172363.26631,507474.11705,22312883.6298,3355748.61318,37570463.1603,19605205.713,106468865.661,5436801.85674,2349193.47329,311059.9742,23974825.3286,972141.00711
1897,5509829.89809,60802866.0229,129028.12564,319325.08265,10860149.4086,444986.68429,27976245.9952,9945950.74023,60328739.8017,1508545.10211,316830.44362,201108.99232,12730870.6041,710848.64606
1898,3694745.19241,46280314.0213,137101.60804,223182.90137,8184238.69684,357802.97849,22068649.5776,6800630.45486,45076868.9229,1150679.31689,448762.37653,94753.14619,10156556.5667,598876.04728
1899,9524180.04092,62909325.0465,134720.18663,277799.68334,10605133.2062,380874.5966,29291135.2667,8292432.99474,75302300.9037,1427077.47868,285916.94244,146112.18449,17936963.5809,683407.87317
1900,7295250.59297,67278835.3597,160237.68019,280875.39101,9656376.4342,386355.46005,32373150.8051,8325978.03224,71217567.0656,1148191.51868,1061093.82877,145167.16758,14919965.2083,690424.53064
1901,3496031.93404,59552546.5657,151798.48778,276818.51473,7797361.56955,452423.23045,26356725.634,6591881.64173,56092251.3784,1089853.42214,461347.31706,119123.89182,10782428.2356,645414.34987
1902,3409993.60987,66004674.4872,151268.79376,261186.87558,7455706.80482,753009.84045,28011329.1967,6440064.98872,54047893.9214,1053279.34062,559232.5071,142606.06674,11752789.2587,674593.52768
1903,3381719.64312,67470422.8865,153609.35106,295269.97183,9414450.82822,549705.34912,27956952.0022,6970078.09365,61055147.4879,1119257.50885,467936.64293,126771.44987,13127746.8691,710674.43782
1904,3106872.93079,71820713.4808,161608.58024,259884.40836,6442837.77921,547558.50639,22908292.0728,6568735.72345,53605060.5867,921216.19743,289737.008,110856.82207,11713175.6847,372918.71294
1905,5672371.20285,118752240.627,170243.69327,477712.13007,19996769.5806,1152468.98724,40735146.7016,20317983.6741,130595738.99,1977133.45542,1934917.84986,185037.20867,25549070.4305,1084918.55616
1906,5668156.23424,129253078.206,206198.13997,566578.5842,22602331.4988,3122638.18406,44751805.1633,22312118.3562,143325787.857,2545698.65126,1337579.43687,198150.28228,25873574.152,1485669.94951
1907,2493248.29596,77266309.4312,206978.6206,455105.20221,9540617.00359,658100.47171,29624792.858,6606404.64619,60013994.6332,1345595.43028,353013.12052,115971.50271,15934278.923,1138776.65607
1908,2651105.86062,62723396.2022,266093.66841,529364.8964,8395813.57108,422798.9567,26568625.8429,5388536.54986,53507833.6083,1611822.46835,297724.93057,131186.4728,13804843.1953,930081.11715
1909,3666251.46682,74551918.9268,257198.40754,401832.02796,13054396.05,686474.87557,27251376.9898,7696144.38983,73742038.2698,1758440.9192,500555.44864,159365.57233,15214446.0453,1125849.60087
1910,11654512.719,125264150.553,287056.16087,676871.99757,23526832.3828,1498391.01527,47034523.5056,16588899.5208,151723641.792,2926150.21908,673277.67525,216475.48774,28791183.4778,1633130.90966
1911,3773134.04358,98113716.8852,328855.12506,655875.61902,10189279.5688,1217535.4653,36211064.2978,14645812.843,77443004.0676,1040667.21231,406827.63043,140203.37346,16928309.194,1070431.90541
1912,11401974.0615,127229515.167,395578.30823,857166.68287,19767521.9713,1788500.5361,63108564.7308,24495781.4479,158154531.004,2104763.78397,1004956.31769,190984.3788,28872285.8647,1825505.45991
1913,11111831.2719,120213206.362,399626.19923,902985.16238,22927247.6256,2001591.29076,63904635.2238,27993083.1407,163463586.375,1707044.97556,1032897.736,194407.75091,29437515.2949,1896763.82306
1914,9849840.40502,145431319.335,450748.3764,921912.26189,24805331.142,1829748.93076,73009897.8187,28614604.4338,178909635.894,4401999.697,1080981.64117,231625.9035,31758020.7427,2003162.12757
1915,10524742.4645,136594420.826,606308.06265,917277.36602,30798768.9146,1833134.32648,74903252.596,51468664.0674,190242528.603,4377956.41324,1200387.45507,227338.53765,31944003.2773,2220954.85682
1916,11900889.6569,123313336.272,624939.51548,832086.91286,27485572.988,1458742.14846,66951308.0918,37592392.4498,172271670.661,3796858.91761,820180.37714,266416.74446,32207319.7399,2212831.72216
1917,3090514.36588,100288748.27,664606.90619,785046.74936,12946595.0993,853077.27237,44866443.3473,11057329.0615,90594198.0641,1825141.01624,766609.41571,133787.12241,19163821.0459,1653141.63539
1918,9079191.50025,111737321.147,729355.28826,770942.1977,24409615.6108,437087.84571,57988283.0777,9971857.91956,152325285.499,2854983.68095,1051104.34515,254717.08777,27435354.4571,2228766.71856
1919,11449003.4919,119114644.615,789863.01277,867313.61729,28778778.618,516359.92,64326042.7978,31479410.6972,161197240.283,4087063.77877,430565.13914,252267.43047,33526651.8354,2534837.17743
1920,10849623.7009,127036311.145,814642.46332,1075977.36501,28151024.5164,464794.33727,69085511.9267,23521625.1906,173387201.629,3649586.25402,546872.78709,279764.49511,34261315.3719,2712451.55135
1921,9603948.49085,138404730.494,900034.30989,1114090.09567,29879983.0048,439712.7832,74710416.8954,29130430.2113,173095790.494,4012760.47001,635513.79903,284298.01449,33114987.996,2759989.15751
1922,8836760.22532,92508179.0501,926989.55777,1039157.61711,22018253.2237,569430.36715,59849504.7606,33406857.1763,155321727.828,3430522.57464,524761.33217,228476.60391,28428581.2651,2258957.4626
1923,2094366.02917,62116170.4771,924487.14923,993869.5617,8707875.86978,225430.36043,47725794.8081,22166532.5676,77933705.3258,2170282.96734,376244.46191,158195.17723,17414333.1653,1449862.95931
1924,2807144.68491,61208213.5805,950514.45836,1216206.28721,10176272.6939,406087.68669,62399740.2091,19703350.2725,98024676.2842,2098747.46939,366527.54465,176185.54975,18406370.2751,1661767.17117
1925,3051353.22336,71689536.5113,994514.87222,1338233.59512,9423466.01633,365264.86774,68442247.0116,22264379.3886,99839185.0005,2681850.37178,385349.913,166909.63923,21030450.5605,1978784.91991
1926,9997486.44102,162478734.319,798759.55444,1507718.80698,25027299.4201,672014.80254,86355023.294,49354562.5023,212983328.458,3309760.62506,670591.58206,238284.66454,39556364.6299,2374353.38774
1927,10028241.4006,148187358.247,791101.29364,1570095.93941,27961403.1646,836630.28283,88227017.3479,53442182.995,214337557.068,4035591.39935,611045.74777,244069.53091,36446285.3865,2468315.30346
1928,5864528.69828,95748979.2186,452752.65946,1672247.05937,21427962.2601,391998.49993,88913480.7402,38079478.9545,179863530.309,3100836.84795,925889.51182,242461.00369,31993998.8529,2615193.92443
1929,5475548.84899,72391524.2002,444345.90366,1589763.49964,18516638.3933,184994.61266,88453572.5238,32989024.5448,141407953.796,1904685.54416,1041412.27227,236398.71498,26399452.9999,3320091.15305
1930,9347964.57769,138826303.186,477283.17992,1580030.5705,28566118.7647,555584.41423,106675155.521,58016144.9898,208570639.99,3134716.3618,1197482.86163,286813.2042,34639328.9948,2996158.48871
1931,7526766.30295,141090872.216,492310.35335,1975286.62297,23469439.2974,535894.99269,102484876.324,36036343.0396,206207404.252,3968069.76764,992251.80866,398986.19602,33342745.8097,3282716.5521
1932,8140335.24508,152767662.006,478881.55746,1973092.49959,27461077.4722,342050.40197,113328302.331,57255753.0409,210322995.346,4813843.50416,1186957.13075,477207.28746,35352369.4552,3273279.93099
1933,7600908.72623,153832098.55,475999.13616,1949050.64245,27158891.656,402667.51301,118244913.003,56297975.5725,211806903.086,4459203.97926,1360358.45831,499513.76136,33835044.6545,3232918.33901
1934,5761991.13085,145462071.573,60927.33332,2336011.41928,25014743.2642,368337.81721,131998425.874,32539130.5426,199581323.282,4906319.78266,1279771.7692,621973.2164,35521537.821,3469410.88361
1935,7144941.03729,148270280.502,527960.236,2346143.2347,23591882.7697,303501.60911,126502861.541,35185399.4069,217403312.067,4183398.78992,1311859.76731,425349.94031,33611068.763,3166553.15486
1936,6966719.27089,149079050.168,481313.61999,2398628.07993,26925941.8322,440924.56227,130140341.845,36903313.4931,217297598.425,4198036.87895,1300989.63373,763867.55558,34254297.9809,3352418.28759
